true_mic	pred_mic
64.0	5.96959938032811
128.0	4.042160155411381
16.0	4.6257000141354245
16.0	2.874675572463752
1024.0	127.72777110049972
1024.0	6.802466271330271
16.0	2.2043979635851296
64.0	2.74430624731933
128.0	3.117593840776026
64.0	2.02593420250898
64.0	7.011393370987947
79.55424	13.596694573638375
39.77712	5.226376393850648
40.99472	10.012101325028476
70.456	10.505386014974793
58.92256	5.332867314157442
16.02712	3.876102364964797
14.73064	4.030608172622159
8.01356	4.999530136988571
29.46128	8.46182555613686
28.83664	4.725943709486101
15.35528	4.633433904394387
26.889975	6.767757873346135
16.0	46.49389702118863
64.0	22.10914500452216
8.0	1.0925383451689272
12.47037	12.072858673922475
12.412845	11619.487615285823
12.447624	10.977004250149148
12.505248	3.775369223537071
10.4	9.901420352177372
200.0	12014.091444459586
36.16704	2.3157775025777165
16.0	11.44178369929662
53.107	9.616027328526414
4.0	0.8263951180031692
3.931995	9.296049662870852
8.45904	13.628900058713809
3.4160566	2.6630338294802094
250.0	4422.380525127389
125.0	80.91258674477164
32.0	14.261208431036572
125.0	81.1308461759373
32.0	11.48548744008459
16.0	13.82412069836312
62.0	10.135803511582742
8.0	10.68435118962037
16.0	390.35200397258177
128.0	12435.797272068774
8.0	11554.148412719804
64.0	10411.16781623436
32.0	7787.724675397324
64.0	3085.5557038931825
16.0	3466.376611734282
64.0	9698.447154999045
16.0	121.05880105117312
2.0	7140.627869412188
32.0	5168.322205294196
16.0	573.3127744186176
16.0	19.21208861537821
4.0	1426.5221411793996
3.3282	1.080146279124336
38.73888	78.5764495214685
32.0	58.10406656164428
95.973	68.31501493882239
387.1565	8816.990397632948
90.969	45.25967305903552
59.498	34.05344058797111
33.43395	9.134502426890014
134.5776	4.426746639301268
34.21575	7.627111594875774
84.2838	26.299298665939432
16.0	11.709334926588175
15.92514	2.5687201053755704
4.0	3.1577017761366686
8.0	10.339500179687295
39.69984	88.28503403472126
79.5824	8466.466386672888
49.5639	21.053090572334515
28.33392	5.253551862346517
140.576	98.61716483209322
41.3664	8.617592275767493
236.5545	11.379833106647151
240.6135	25.09072008486228
7.72005	3.56851765868392
17.78896	3.93124927256596
38.53995	4.4575343731585
50.05322	4.564497283181334
35.97062	4.037580944345716
12.9466	7.269074226265185
200.7915	9.793019285416545
64.0	85.29209837919487
4.0	1.4052463431781796
16.0	2.116838842321758
4.0	0.7930838747619705
256.0	25.88945405811766
5.19664	39.73662248610067
0.125	15191.647064030658
48.8124	19.237856464912245
49.443	10.914891393811434
44.3067	31.08003291812427
45.2076	31.5511080561995
47.879402	11.094825542436812
9.02934	16.85982770910369
67.5051	2.74075324026969
18.08352	3.013508300133512
66.36125	1.585502480411188
6.25104	3.8440374245289455
61.7984	46.2722645283229
13.817699	40.051777397351856
63.377625	111.85742262743648
138.381	78.28297832003197
55.693	23.25664735836512
134.971	41.97023247345204
128.0	10.448445242292966
200.149	23.109155492198614
90.912	44.3257077527373
15.5769	3.266982026653306
31.3598	35.397375011934024
20.07224	9.720314483313649
195.6976	156.28808059253518
377.7375	255.48004116487903
255.314	273.94481085257723
234.295	45.99458797503515
14.6315	11.327467353179877
2.0	9.45614941719048
16.0	7.646403004744236
138.941	8.914085974831131
54.9888	65.47818965041573
225.2464	113.78177695174068
238.7168	90.09646298401422
26.58425	26.31038198489976
28.1965	7.614282578784727
21.0	33.72392598868472
43.0	49.76703111118456
38.0	31.577550820858946
16.0	48.73880909222075
5.0	56.0343799721724
41.0	76.80606701351762
11.0	11.31314888862485
16.0	15.36706013408594
49.0	44.69362155775799
48.0	26.885986201854514
43.0	50.53926221244342
23.0	70.52285760226928
28.0	26.575525977126304
38.0	41.818300748137965
60.0	31.89993385369509
31.0	35.018051179494485
61.0	89.81206647641557
3.0	37.4579825545213
2.0	20.157384511580343
2.0	38.69113205621412
2.0	52.62669162785524
34.0	41.88939121410503
2.0	18.55035692035959
16.0	82.51218582894495
22.0	15.735293826700891
13.0	11.549851839041011
9.0	6.371921932896964
8.0	14.854921147582155
22.0	16.85082432515221
2.0	8.18912522274985
10.0	9.820319788803015
24.0	8.118060050619734
28.0	35.21412718615722
3.0	14.951241372004562
37.0	12.687366951497332
6.0	9.892670070385584
20.59296	6.464829379129806
41.81148	3.548444685610549
300.0	14.213811674892858
53.767	31.921034510138583
22.306076	3.5612692303027487
23.6	7.675423219852137
2.8858	2.9586695089491144
47.42272	2.105259937555968
41.77792	1.5838959782857935
9.35524	2.6824312930080767
9.05916	5.111230643152509
136.175	15.157949612298305
139.178	34.20613375532542
8.874375	5.059137335551283
36.29425	7.459903943292637
29.9562	26.72427854040325
16.0592	14.313547857897891
38.72175	14.64434788566044
21.5217	23.22417060694071
21.65685	8.959622268831977
44.42763	2.2600683101602903
41.26992	2.790118334530871
12.92056	11.24140485543402
9.24462	15.129313643499463
19.03284	13.823479429819448
9.8886	6.3025018578317535
16.0	12.031119851371225
219.766	72.0495587988612
120.696	23.0826306885861
48.9615	8.48107341903984
256.809	10.885040960515878
8.0	22.11936103478902
120.4965	8.540895635904544
484.372	6.767837754001589
20.312876	31.53364476541303
66.70976	3.317467448466896
142.5536	22.332576109795685
75.0	12.739031001348671
18.8	35.51415200577416
64.0	26.429545570022068
100.0	364.0753874978254
100.0	94.66527181324464
100.0	10.306336537509
23.5471	13.993196693631836
25.0293	10570.952757400108
6.5811	2.3141020412019064
34.39098	1.6871371772527262
104.7385	28.463519664538858
27.67427	18.78198475440326
43.20176	4.043657189411682
127.713	6.566880144846924
63.106	10.45030386436246
252.523	14.78896325331319
33.34942	2.522701005804903
64.1075	3.0678932798126604
4.0	2.907338186242994
8.0	3.1514677275477814
32.0	1.9586613130471344
16.0	3.769639731250932
256.0	4.017172854569728
16.0	4.0638462016497465
128.0	5.131003800226316
128.3075	63.498272803578594
255.21199	73.67122440098629
250.39421	138.0618778792331
64.0	5.732647004016245
64.0	3.289289227404107
63.653	90.37377195830156
129.0625	4.674570243150842
5.7	7.321361260534094
500.0	15366.111091531564
128.93394	65.88273210531425
256.4484	7582.151394974935
8.0	2.0520912660330333
187.62752	23.28463119800387
11.6586	2.459375061883295
121.545	677.8712172001931
111.33	1364.3441558559869
106.812	5381.187376124764
107.311	3968.9051583464966
156.58	3024.597515613133
108.47808	1776.128107211897
27.88896	14.136898730855124
25.27808	20.63397708570324
26.19072	15.680768248383652
91.11616	30.994770397322583
136.665	33.485584085040195
85.54304	29.087650218512533
75.54688	50.07160556605682
10.0	3.797095857088084
113.80864	47.28270201135126
10.44528	19.838930377858546
6.88876	4.6839097721367775
34.21952	2.4050967036495745
147.274	3216.7703939708576
144.259	2144.055998289459
150.875	1638.217054477424
45.8958	63.3344370280907
45.8958	15.272051364834557
50.0424	10.540249010501077
37.0112	64.09326645722697
17.007679	35.8927211431825
52.8276	33.68526372993125
54.1884	38.577036690636426
54.83	18.624862850546005
54.1884	45.3344111949398
54.1884	30.21163184805962
56.4328	24.703703429315347
52.4672	39.22650814384573
54.7496	50.71168563252821
54.1884	57.34344330639472
55.2316	45.3535662816607
56.4328	65.71350161831819
54.1884	34.57379656307032
54.1884	36.3594419076865
64.0	50.48966463800866
128.0	8257.451601936442
64.0	52.762538570415416
32.0	5.727102131207731
32.0	197.77349526077413
8.0	186.66057484229347
16.0	193.17074839201143
16.0	119.55817025343065
4.0	95.79538355839482
2.0	69.64744094311003
802.569	7.012783999209035
802.569	16.149132383942437
2.1	4.544987487739898
32.0	13.860189584931618
29.6536	8.285534626077855
1.0	66.09128205187615
11.297979	26.22501319677032
104.223	86.60363488924766
199.68384	10.23426678952635
12.39992	14.162435600054932
25.34416	15.86812604141894
13.12096	12.856658774800486
12.76848	15.312864796738443
12.78432	11.989229143858452
202.75328	19.871079868246166
12.66448	21.282053926523023
