true_mic	pred_mic
64.0	22.48088663298656
128.0	785.4149490115693
16.0	43.51847449749948
16.0	8.331712708121714
1024.0	742.5217521737949
1024.0	8.003076214448384
16.0	28.820082520439456
64.0	15.84288346019624
128.0	19.86311258249221
64.0	10.61622759568639
64.0	37.86270738932259
79.55424	38.56278653895678
39.77712	28.24880589032561
40.99472	10.421057490466616
70.456	12.187609922769598
58.92256	30.446378871579267
16.02712	32.017034747341114
14.73064	35.91264777290043
8.01356	37.92519954867069
29.46128	50.68585701356959
28.83664	34.31294299113394
15.35528	35.04515814316619
26.889975	1.1015030726238697
16.0	53.85503655796805
64.0	242.10147776221973
8.0	3.725851861832314
12.47037	339.21693347293643
12.412845	13817.652459241586
12.447624	1.7963217576198025
12.505248	2.190293386951576
10.4	6.973278588809468
200.0	14396.423817937211
36.16704	0.3650263334280744
16.0	10.7661844310353
53.107	244.02093766760524
4.0	0.9457277765482
3.931995	144.35226068431547
8.45904	2.811901029532983
3.4160566	65.98833749636204
250.0	13776.251706110626
125.0	127.6430943750184
32.0	6.733269077649683
125.0	961.6873325120534
32.0	10.498369631651324
16.0	15.012581514722871
62.0	7.198160794065912
8.0	15.263217146459157
16.0	263.5403858818103
128.0	14392.061837802696
8.0	14518.667066267786
64.0	19718.839124695514
32.0	14321.757723409952
64.0	1329.7193387931784
16.0	9789.931167017288
64.0	12521.166941098694
16.0	2149.381653761889
2.0	2470.502574176752
32.0	403.47275941140873
16.0	270.9411176613697
16.0	301.7141379577639
4.0	1444.3160809976753
3.3282	2.2924197078970585
38.73888	9.278952640681808
32.0	2.756372991203199
95.973	6.365307054908864
387.1565	13748.825810386184
90.969	12.315345248954994
59.498	25.63158417274392
33.43395	1.8125436448439447
134.5776	1.3969353943410086
34.21575	0.7962413891068618
84.2838	78.55628564298783
16.0	3.634160652187138
15.92514	8.646692436216036
4.0	5.357844166751278
8.0	9.31674756359166
39.69984	13.252272968753804
79.5824	13605.34098188328
49.5639	10.304644945406496
28.33392	1.824915321863563
140.576	695.8329307671297
41.3664	2.295472634385094
236.5545	12.95147853891448
240.6135	120.53590637032626
7.72005	1.992780329111017
17.78896	2.664163790868496
38.53995	1.7113963632594262
50.05322	2.6414309791594484
35.97062	1.2233365562367553
12.9466	0.5891357294749993
200.7915	1.0082079893511091
64.0	8.709083616658875
4.0	33.41200482412338
16.0	59.25089915756279
4.0	4.840344394354206
256.0	360.13306993672137
5.19664	107.45836411682384
0.125	13696.633844842896
48.8124	36.92893970379837
49.443	48.362466609019485
44.3067	37.12528896900424
45.2076	21.951100295116905
47.879402	9.347658266243792
9.02934	45.140281331183
67.5051	2.4688639151423506
18.08352	1.6791399621916443
66.36125	1.516302339293541
6.25104	1.3095364949316313
61.7984	33.62098970430107
13.817699	2.0323809912789046
63.377625	609.0189069040492
138.381	10.167282489850946
55.693	19.46683356153249
134.971	2.5858160481059707
128.0	7.904550105855969
200.149	66.67976191667175
90.912	28.75587090898648
15.5769	138.67176365034427
31.3598	53.54467097574575
20.07224	27.71698860010724
195.6976	3.1519052543771973
377.7375	272.03731932915804
255.314	451.6156089345957
234.295	82.55454982828245
14.6315	2.615498814534846
2.0	38.6076298261904
